SMILES,nearest_training_tanimoto
O=C(Nc1csc(-c2nncn2C2CCOCC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CC3CC3C2)cn1,0.9067
NC(Cc1cc(F)cc(F)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.7895
NC1(c2ccc(-c3nn4ccnc4cc3-c3ccccc3)cc2)CCC1,0.6364
NC(=O)c1ccc(-c2cn(CC3CC3)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)cc1F,0.6316
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCO)CC1,0.8472
Cn1ncc(-c2cc(C(=O)NC3CNCCC3c3ccc(F)cc3)oc2Cl)c1Cl,0.7042
Cn1nc(Cl)c(-c2ccc(C(=O)NC3CNCCC3c3ccc(F)c(F)c3)cc2)n1,0.6912
O=C(Nc1ccc(F)cc1)NC(Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.6667
NC(=O)c1ccc2ncnc(N3CCN(C(=O)C(N)Cc4ccc(Cl)cc4)CC3)c2c1,0.7966
Cn1ncc(C(=O)NC2CNCCC2c2cc(F)cc(F)c2)c1-c1ccoc1,0.6143
CCOc1c(F)c(CC(=O)N2c3ccccc3CC2C)nc(N2CCOCC2)c1F,0.6429
NC1(C(=O)NC(Cc2ccc(Cl)cc2)C(=O)NC2CCCCC2)CCN(c2ncnc3[nH]ccc23)CC1,0.6447
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(C(F)(F)F)cc4F)c3)cc12,1
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(S(C)(=O)=O)c3)cn2CC2CNC2)CC1,0.8108
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncc(Cl)cc3-4)cc2)CC1,0.6774
Cc1n[nH]c(C)c1CNC(=O)c1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,0.6389
CCc1c(N)ncnc1N1CCC(c2noc(-c3ccc(F)c(C(F)(F)F)c3)n2)CC1,0.64
NC1(CNC(=O)c2ccc(Cl)nc2)CCN(c2ncnc3[nH]cc(C4CC4)c23)C1,0.6571
N#Cc1cccc(-c2cc(C(=O)NC3CNCCC3c3ccc(F)c(F)c3)oc2Cl)c1,0.6184
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1cnc(C(F)(F)F)nc1,0.6462
Cc1nc(-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)nc2)n(C)n1,0.7246
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(OC)c(F)c3)cn2CCN2CCCC2)CC1,0.8611
Cn1nc(-c2ccc(C(=O)NC3CNCCC3c3ccc(F)c(F)c3)cc2F)nc1C1CC1,0.6957
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C=O)ccc3-4)cc2)CC(O)(C2CC2)C1,0.7969
NC(COc1cncc(-c2ccc3c(c2)C(=O)N3)c1)Cc1cccc(C(F)(F)F)c1,0.6765
Cn1ncc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)c1-c1ccc(F)c(F)c1,0.7231
Cc1ccc(CC(N)C(=O)N2CCN(c3ncnc4cccc(Br)c34)CC2)cc1,0.7288
Cn1c(Br)cnc1C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)C1CCCCC1,0.6216
Nc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(F)cc4Cl)c3)cc12,0.7188
CCc1c(N)ncnc1N1CCC(c2nc(-c3cc(F)c(C)c(F)c3)cn2CCN2CCC2)CC1,0.8358
Cn1c(CC(=O)Nc2ccc(CCC(N)=O)cc2)nc(N2CCOCC2)cc1=O,0.6515
Cc1cc(NC(=O)CCCc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,0.6719
O=C(COCc1nc(N2CCOCC2)cc(=O)[nH]1)NCc1cc(F)cc(F)c1,0.6032
Cn1c(CC(=O)N2CCc3c(F)cccc32)nc(N2CCOCC2)c1Br,0.7031
O=C(NC1CC1)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.6308
CC1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)NC(=O)C4(c5ccc(Cl)cc5)CC4)CC3)c21,0.6901
NC1(c2ccc(-c3nc4ccc(N5CCN(C=O)CC5)nn4c3-c3ccccc3)cc2)CCC1,0.6552
NCCNC(=O)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.6935
Cn1ncc(Br)c1-c1ccc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)o1,0.6471
Nc1ncnc(N2CCC(c3nc(-c4cccc(Cl)c4)cn3CCN3CCC3)CC2)c1Cl,0.8209
O=C(CCc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1c(F)c(F)c(F)c(F)c1F,0.6102
CC(NC(=O)Cc1nc(N2CCCOCC2)cc(=O)[nH]1)c1ccc(F)cc1,0.6269
Cn1nccc1C(NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1)c1ccc(F)cc1F,0.6197
CNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,0.8442
NC1(c2ccc(-c3nc4n(c3-c3cncnc3)COc3nccnc3-4)cc2)CC1,0.619
Cc1cn(-c2cc(C(=O)Nc3csc(-c4nncn4C4CCC4)n3)ncc2N2CCNC(=O)C2)cn1,0.625
Cc1n[nH]c2cnc(-c3cncc(OCC(NCCO)c4cccc(F)c4)c3)cc12,0.625
Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)nc3)cn2CCN2CCCC2)CC1,0.7361
CS(=O)(=O)c1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4F)CC3)n2)cc1,0.6667
O=C(NC(Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1)c1ccc(F)c(F)c1,0.6471
Cc1ccc(C(=O)NC2CNCCC2c2cccc(F)c2)cc1-c1cnn(C)c1,0.6301
Cn1[nH]c(=N)c2cc(-c3cncc(OCC(N)Cc4c(F)cccc4F)c3)ccc21,0.6418
NC1(C(=O)NC(=O)NCc2ccccc2)CCN(c2ncnc3[nH]ccc23)CC1,0.7288
O=C(N1CCN(c2ncnc3ccccc23)CC1)C1(c2ccccc2)CCNCC1,0.6393
Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(Cl)c4)cn3CCN3CCC3)CC2)c1C(F)(F)F,0.7067
Cn1cc(C(=O)NC2CNCCC2c2ccc(Cl)c(Cl)c2)cn1,0.6212
NC1(C(=O)NCc2cc(F)c(F)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1,0.7097
Nc1ncnc(N2CCC3(CCCN(CC(O)CNC(=O)c4cccc(F)c4)C3)C2)c1C1CC1,0.6471
Cn1ncc(Cl)c1C(=O)NC1CNCC1c1cccc(F)c1,0.6269
NC(COc1cncc(-c2ccc3nc(-c4ccc(F)c(F)c4)cn3c2)c1)Cc1c[nH]c2ccccc12,0.6486
Cn1c(CC(=O)NCCc2cc(F)ccc2F)nc(N2CCOCC2)cc1=O,0.6418
Cn1ncc(Br)c1-c1csc(C(=O)NC2CNCCC2c2cccc(F)c2)n1,0.726
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(N)=O)c3)cn2CCN2CCC2)CC1,0.7703
Cc1nc(-c2c(Cl)cnn2C)c2nc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)n2n1,0.6349
CC(C)Oc1nc(CC(=O)N2CCc3c(F)cccc32)nc(N2CCOCC2)c1F,0.6232
CC(NC(=O)NC1CCN(c2ncnc3[nH]ccc23)C1)c1ccc(F)cc1,0.6269
Cc1cc2ncc(-c3ccncc3)n2nc1-c1ccc(C2(N)CCC2)cc1,0.6441
NC1(C(=O)NC(=O)c2cc(F)cc(C(F)(F)F)c2)CCN(c2ncnc3[nH]ccc23)CC1,0.6056
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCCC1)C1(F)CCN(c2ncnc3[nH]ccc23)CC1,0.6389
CCOc1c(F)c(N2CCOCC2)nc(CC(=O)N2c3ccc(F)c(F)c3CC2C)c1Cl,0.6301
COCc1cc(-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)cc2)nn1C,0.6267
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(Br)nc3-4)cc2)C1,0.8305
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNC1)c1c(Cl)cncc1Cl,0.6
CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(F)(F)F)CC1,0.8451
Cc1cnn(C)c1-c1cc(Cl)cc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)c1,0.6056
Nc1ncnc(N2CCC(c3nc(-c4cncc(F)c4)cn3CCN3CCC3)CC2)c1Br,0.7681
CCOc1c(N2CCOCC2)nc(CC(=O)N2CCc3c(F)cccc32)n(C)c1=O,0.6571
NC(COc1cncc(-c2cc3c(=O)nc[nH]c3cn2)c1)Cc1cccc(F)c1,0.7015
Cc1cc(F)ccc1CC(N)COc1cncc(-c2ccc3c(c2)OCC(=O)N3)c1,0.6197
CCNC(=O)NCC(C(=O)N1CCN(c2ncnc3c2C(C)CC3)CC1)c1ccc(Cl)cc1,0.7727
CC(F)CNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1,0.759
CNC(=O)C(Cc1cccc(Cl)c1)NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1,0.6533
Cn1cnnc1C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1Cl,0.6216
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNC1)c1ccc2cnccc2n1,0.6618
OC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]cc(Cl)c23)CC1,0.6271
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CO)Cc2cc(F)cc(F)c2)sc1Cl,0.7344
CCN(CC)CCn1cc(-c2ccc(F)c(F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,0.8889
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1)c1ccncc1,0.6825
COc1ccc(-c2cn3nccc3nc2-c2ccc(CN3CC(c4n[nH]c(-c5ccccn5)n4)C3)cc2)cc1,0.6375
Fc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4nncc(Br)c4Cl)CC3)n2)ccn1,0.6076
Cc1nn(C)cc1C(C)NC(=O)C1(N)CCN(c2ncnc3[nH]cc(C)c23)CC1,0.6716
NC1(C(=O)NCc2ccc(F)c(F)c2)CCN(c2ncnc3[nH]ccc23)C1,0.6935
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1cnn(CC2CC2)c1,0.6
NC(COc1cncc(-c2ccc(F)c(C=O)c2)c1)Cc1c[nH]c2ccccc12,0.6912
NC(=O)c1ccc(-c2cn(CC(F)(F)F)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)cc1F,0.6234
CC1(C)C(=O)Nc2ncnc(N3CCC(c4nc(C(F)(F)F)no4)CC3)c21,0.6026
CCn1cc(-c2ccnc(C(F)(F)F)c2)nc1C1CCN(c2ncnc(Cl)c2C#N)CC1,0.6883
CC1(Cn2cncn2)CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1,0.7556
O=CNC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccc(F)cc23)CC1,0.6324
CC1SCCc2ncnc(N3CCN(C(=O)C(N)Cc4ccc(Br)cc4)CC3)c21,0.697
COc1cc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2cc1C,0.7143
NC(COc1cncc(-c2ccc(F)cc2)c1)Cc1c[nH]c2ccccc12,0.7541
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C#N)cc(F)c3-4)cc2)C1,0.7571
NC(=O)c1cccc2c(NC(CN3CCC3)c3ccc(F)cc3)nc(C(F)(F)F)cc12,0.6515
CC1SCc2ncnc(N3CCN(C(=O)Nc4ccc(Cl)cc4)CC3)c21,0.6406
Cn1c([N+](=O)[O-])cnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(F)CC3)cn2)cs1,0.6905
COc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C)CC3)n2)cc(F)c1F,0.7013
Cc1cnc(Cl)cc1C(=O)NC1CNCCC1c1ccc(F)c(F)c1,0.6
Cn1c(CC(=O)N2CCN(C=O)c3cccc(F)c32)nc(N2CCOCC2)cc1=O,0.6912
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(COc3ccc(C)cc3)cc21,0.7385
CNc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2-c2ccc(F)cc2)ccc1F,0.6056
Cc1ccc(-n2c(CC(=O)N3CCc4c(-c5ccccn5)cccc43)nc(N3CCOCC3)cc2=O)cc1,0.6623
Cn1ccnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(F)(F)C3)cn2)cs1,0.6824
Cn1c(CC(=O)Nc2ccsc2C2CC2)nc(N2CCOCC2)cc1=O,0.7121
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCO)CC1,0.7746
COc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4Cl)CC3O)n2)ccc1F,0.6706
NC(=O)c1ccnc2c(NC(CN3CC(F)(F)C3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,0.7971
Cc1cc(Cl)nc(C)c1C(=O)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,0.6338
NC(COc1cncc(-c2cn[nH]c2)c1)Cc1cccc(F)c1F,0.6721
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1cnc(Cl)cn1,0.6032
NC(COc1cncc(-c2ccc(F)c(F)c2)c1)Cc1ccc(Cl)cc1,0.6552
O=Cc1cnc(N2CCC(c3nc(-c4ccc(F)c(Cl)c4)cn3CCN3CCCC3)CC2)nc1,0.64
CN1CCC(c2cc(NC(=O)CCCc3nc(N4CCOCC4)cc(=O)n3C)ccc2F)CC1,0.7536
Nc1ncnc(N2CCC(c3nc(-c4cccc(C=O)c4)cn3CCN3CCCC3)CC2)c1Br,0.7857
Cc1c(Cl)cc(C(=O)NC(c2cccc(Cl)c2)C2CCNCC2)cc1Cl,0.623
Cn1c(CC(=O)N2CCc3c2ccc(F)c3F)nc(N2CCOCC2)c1F,0.7258
O=C(Cc1nc(N2CCOCC2)cc(=O)n1C1CCCCC1)N1CCc2c(Cl)cccc21,0.9194
Cn1c(CC(=O)N2CCc3c(F)cccc32)nc(N2CCOCC2)c1Oc1ccccc1F,0.6522
NC(=O)c1cnc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1N,0.6667
CNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCC2)CC1,0.84
Nc1ncnc(N2CCC(c3nc(-c4c(F)cccc4F)cn3CCN3CCC3)CC2)c1Br,0.75
Cc1cc2c(cn1)nn1cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc21,0.7097
COc1nc(CC(=O)N2c3ccccc3CC2C)nc(N2CCOCC2)c1F,0.6618
Cn1cc(-c2cnc3cc(C(=O)NC4CNCCC4c4ccc(F)c(F)c4)cnc3c2)cn1,0.6164
Nc1ncnc(N2CCC(c3nc(-c4cc(F)cc(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1Br,0.7432
NC1(CNC(=O)c2cccc(Cl)c2Cl)CCN(c2ncnc3[nH]cc(Cl)c23)CC1,0.6515
NC(=O)c1ccc(-c2nn3c(-c4ccccc4)cnc3cc2F)cc1,0.6102
Cn1ncc(-c2ccccc2F)c1-c1cc(C(=O)NC2CNCCC2c2cccc(F)c2)no1,0.625
COc1cc(CNC(=O)C2(O)CCN(c3ncnc4[nH]ccc34)CC2)ccc1Cl,0.6029
O=C(Cc1ccc(Cl)cc1)NC(Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.697
CNC(=O)CCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2F)CC1,0.7179
Nc1ncnc(N2CCC(c3nc(-c4cc(F)cc(Br)c4)cn3CCN3CCC3)CC2)c1Cl,0.7571
Cn1cc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)c2ccc(Cl)c(Cl)c2)cn1,0.6528
Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4cc(N)ncn4)CC3)n2)ccc1OC(F)F,0.6849
Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4nonc4N(C)C)CC3)n2)cc1F,0.641
NC(COc1cncc(-c2ccc3[nH]ncc3c2)c1)Cc1ccc(Cl)c(F)c1,0.7231
NC(COc1cncc(-c2ccc3c(c2)CCC(=O)N3)c1)Cc1ccccc1Br,0.625
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccc(Cl)c(F)c1)Nc1ccc(F)c(C2CC2)c1,0.7183
Cn1c(CC(=O)N2CCN(C(=O)c3c(F)ccc(F)c3F)CC2)nc(N2CCOCC2)cc1=O,0.6515
NC(=O)c1ncnc(N2CCC(c3nc(-c4ccnc(F)c4)cn3CCN3CCCC3)CC2)c1Cl,0.6579
O=C(NC(c1cccnc1)C1CCNCC1)c1ccc(F)c(F)c1,0.6032
COc1ncc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C)CC3)n2)cc1Cl,0.6375
COCC(=O)Nc1cc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)ccc1C,0.6486
Cc1cc(CNC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)ccc1F,0.6515
NC1(C(=O)NCc2ccc(F)c(Cl)c2F)CCN(c2ncnc3[nH]ccc23)CC1,0.7258
Cc1cc(F)cc(-c2cn(CC3CNC3)c(C3CCN(c4ncnc(N)c4OC(F)(F)F)CC3)n2)c1,0.6627
NC1(c2ccc(-c3nc4c(C(=O)N5CCC(=O)C5)cccn4c3-c3ccccc3)cc2)CCC1,0.7097
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)c1ccc(F)c(F)c1,0.7018
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)NC1CN(CCc2ccc(F)c(F)c2)C1,0.6515
Cn1ncc(-c2c(Cl)ccc(O)c2F)c1C(=O)NC1CNCCC1c1ccc(F)c(F)c1,0.6184
Cn1nc(-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)cc2)cc1C1CCOCC1,0.6184
Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3Cl)cn2CCN2CCC2)CC1,0.6438
Cc1ccc(Cl)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,0.6032
NC(=O)c1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(F)c4F)c3)cc12,0.7846
Cn1c(CC(=O)N2CCN(C(=O)c3cccc(Cl)c3Cl)CC2)nc(N2CCOCC2)cc1=O,0.6324
Cc1c(N2CCOCC2)nc(CC(=O)N2c3ccccc3CC2C)n1C,0.7097
COCCn1nccc1C(=O)NC1CNCCC1c1ccc(F)c(F)c1,0.6087
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cc(F)c(F)c(F)c4)c3)cc12,0.8448
Cn1ccnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CC(F)(F)C3)cn2)cs1,0.7375
CNC(=O)CCn1cc(-c2ccc(C(F)(F)F)c(F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.6585
COc1ccc(NC(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,0.6377
O=C(CCc1ccc(Br)cc1)N1CCN(c2ncnc3ccccc23)CC1,0.6667
Cn1c(CC(=O)N2CCN(C(=O)c3ccccc3)CC2)nc(N2CCOCC2)cc1=O,0.629
CNC(=O)C(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)C1CCCCC1,0.662
CC1SCc2ncnc(N3CCN(C(=O)CC(Cc4ccncc4)c4ccc(Cl)cc4)CC3)c21,0.6479
Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C#N)c3)cn2CCN2CCC2)CC1,0.7467
Nc1ncnc(N2CCC(c3nc(-c4ccc(O)c(Cl)c4)cn3CCN3CCC3)CC2)c1Cl,0.8
NC1(C(=O)NCc2cnc(Cl)cc2F)CCN(c2ncnc3[nH]ccc23)CC1,0.6875
Cc1nc(N)nc2c1nc(-c1ccc(O)nc1)c(=O)n2C1CCC(O)CC1,0.8364
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1cc2ccccc2s1)Nc1ccc(F)c(Br)c1,0.6761
Cn1c(CC(=O)Nc2ccc(Cl)c(C(N)=O)c2)nc(N2CCOCC2)cc1=O,0.6667
NC(=O)CC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)C1CCCCC1,0.6857
Cn1c(CC(=O)N2CCc3c(Cl)cccc32)nc(N2CCOCC2)c(Br)c1=O,0.697
Cn1c(CC(=O)NCc2cc(F)cc(Br)c2N2CCCC2)nc(N2CCOCC2)cc1=O,0.6056
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(-c2nc(C3CC3)no2)c1,0.7015
Cc1ncc(C(=O)NC(c2ccc(Cl)c(F)c2)C2CCNCC2)cc1F,0.6462
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(NS(=O)(=O)c2cc(F)ccc2F)cc1F,0.7576
NC(Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3ccc(Cl)c(F)c23)CC1,0.6562
Cn1nc(-c2ccc(C(=O)NC3CNCCC3c3cc(F)c(F)c(F)c3)cc2)o1,0.6119
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3c(F)cccc3-4)cc2)CCC1,0.7241
Cc1ccc(C(=O)c2c(N3CCOCC3)nc(CC(=O)N3CCc4c(F)cccc43)n2C)cc1,0.6522
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C)c3)cn2CC2CCNCC2)CC1,0.8714
NC1(C(NC(=O)C2CCC2)c2ccc(F)cc2)CCN(c2ncnc3[nH]ccc23)CC1,0.6087
Cc1nc(C)c2c(n1)OCn1c-2nc(-c2ccc(C3(N)CC3)cc2)c1-c1ccccc1,0.6032
Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(Cl)c4)cn3CCN3CCC3)CC2)c1Cl,0.7879
Cc1c(N2CCCC2)nc(CC(=O)Nc2ccc(F)c(Br)c2)n1C,0.6
Cn1ncc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)c1-c1ccccn1,0.6438
Cc1nnn(C)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(F)c2)cc1,0.7206
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccc(F)cc23)CC1)c1ccc(F)cc1,0.6324
O=C(Cc1nc(N2CCOCC2)c(F)c(OC(F)F)c1Cl)N1CCc2c(F)cccc21,0.6143
Cn1c(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)cc(Cl)c1Cl,0.6119
CCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(C)cc1,0.7385
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1Br,0.7818
CC(NC(=O)C1(N)CCN(c2ncnc3c2C(C)OCC3)CC1)c1ccc(F)cc1,0.6143
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(OC(F)F)c3)cn2CCN2CCC2)CC1,1
Cn1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC3)cn2)cs1,0.7308
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc2c(S(=O)(=O)Nc3ccccc3F)cccc12,0.6857
Cn1c(CC(=O)NCc2cc(F)c(F)c(F)c2)nc(N2CCOCC2)cc1=O,0.6406
COc1ccc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)nc1-c1c(Cl)cnn1C,0.6757
NCCNC(=O)c1cc(Br)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.75
CC(NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1)c1ccc(F)c(Cl)c1,0.6212
NC(COc1cncc(-c2ccc3[nH]nc(C(F)(F)F)c3c2)c1)c1ccccc1,0.6716
O=C(NC1CNCCC1c1ccc(F)c(F)c1)c1cc(-c2cccnc2F)c(Cl)o1,0.6575
Cc1ccc(CC(N)COc2cncc(-c3ccc4nn(C)cc4c3)c2)cc1F,0.6232
Nc1n[nH]c2cc(-c3cncc(OCC(N)Cc4ccc(F)cc4F)c3)ncc12,0.6923
CC(C)(N)CNC(=O)C1(N)CCN(c2ncnc3[nH]cc(Cl)c23)CC1,0.625
Cn1c(CC(=O)Nc2cc(Br)cc(C#N)c2)nc(N2CCOCC2)cc1=O,0.6418
CNC(=O)C(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,0.7385
Cc1oc(C(=O)NC2CNCCC2c2ccc(Cl)cc2)cc1-c1nnnn1C,0.6338
CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4cnoc4C)c3)ccc2n1,0.7143
NC1(c2ccc(-c3nn4c(-c5cccnc5)cnc4cc3-c3ccccc3)cc2)CCC1,0.7719
O=C(Nc1csc(-c2nncn2C2CCCC2)n1)c1cc(-n2cnc(C3CC3)c2)c(F)cn1,0.7532
O=C(NC1CNCCC1c1ccc(F)c(F)c1)c1cc(F)c(F)c(Cl)c1,0.6154
O=C(Cc1nc(N2CCOCC2)cc(=O)n1Cc1ccc(F)cc1)N1CCc2c(F)cccc21,0.7313
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)no2)CC1,0.6026
Cn1c(CC(=O)Nc2cnccc2C2CCNCC2)nc(N2CCOCC2)cc1=O,0.6081
NC1(c2ccc(-n3c(-c4ccncc4)nc4ccc(-c5cncs5)nc43)cc2)CCC1,0.6271
O=C(Cc1nc(N2CCOC3CCCCC32)cc(=O)[nH]1)N1CCc2c(F)ccc(F)c2C1,0.6857
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cc(F)cc(F)c4F)c3)cc12,0.7903
Cc1ncc(-c2cncc(OCC(N)Cc3c(F)cccc3F)c2)cc1C=O,0.625
NC(CNC(=O)c1ccc(F)cc1F)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.6176
Cc1cc(C(=O)NC2CNCCC2c2ccc(F)cc2)c(F)cc1Cl,0.6
Cn1c(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc(N2CCOCC2)cc1=O,0.6984
O=C(Cc1nc(N2CCOC(CO)C2)cc(=O)[nH]1)Nc1ccc(Br)cc1,0.6567
CC1COCCN1c1nc(N2CCOCC2C)c2ncc(-c3cccc(N)c3)nc2n1,0.7288
